,short_description
963,बूम पाय मूल कार्टून प्रियंक गांध वाड्र के राजनीत आन स्वागत किय गय 
964,वायरल पोस्ट दाव किय गय सुभाष चंद्र बोस पहल बार इंडियन नेश्नल आर्म के सैनिक के मूल 
965,2017 के फ़ेसबुक पोस्ट प्रेरित अख़बार नकल क्लिपिंग दाव के वायरल रह प्रधानमंत्र 
966,लड़क के जन्मदिन उसक दोस्त द्वार बर्थड बम्प्स दे वीडिय वायरल रह । वीडिय के दाव किय गय 
967,बूम पाय तस्वीर सबस पहल 2013 के Samvadaorg द्वार लेख इस्तेमाल गय 
968,तस्वीर 2018 विभिन्न सिंहल वेबसाइट मौजूद 
969,कैप्शन लग बीजेप उम्मीदवार जन के गुस्स साम पड़ा। फैक्टचेक पत चल राजस्थान के 
970,बूम वीडिय फ़्रेम तोड़ पाय मूल रूप पश्चिम बंगाल के इस्लामपुर जह टीएमस पार्ट 
971,वायरल पोस्ट दाव प्रज्ञ ठाकुर कह पर्रि मृत्य इसल क्यूंक गोव बीफ़ 
972,वायरल पोस्ट झूठ दाव किय गय कन्हैय वोटर्स अपील वो राजद के तनवीर हसन वोट क्यूंक 
973,भ्रामक पोस्ट के वायरल तस्वीर पोर्न स्टार है। आज़म ख़ान के बेट बेट नह 
974,दाव किय गय विकीलीक्स राहुल गाँध के बार खुलास किय कोलोम्बियन महिल शाद 
975,जबक वायरल पोस्ट्स दाव किय गय अलग-अलग कांग्रेस नेत के तस्वीर दिख रह महिल बूम 
976,घट पंजाब के अजनाल वर्ष पहल घट कथित तौर शिरोमण अकाल दल के लोग कांग्रेस के मोटरसाइकिल 
977,वर्ष पुर वीडिय दरअसल भार भारतीय जन पार्ट निष्काषित दिय गय 
978,वायरल तस्वीर कांग्रेस पार्ट प्रमुख के उपनाम के फ़ोटोशॉप मदद छेड़छाड़ गय 
979,वायरल पोस्ट अलग-अलग तस्वीर इस्तेमाल करक दाव हार्दिक पटेल थप्पड़ मार वाल शख़्स कांग्रेस 
980,वायरल वीडिय सिद्ध स्टेज अल्लाह-हु-अकबर उद्घोष नज़र आत हालाँक हिस्स जह सिद्ध 
981,ओरिजिनल प्रैंक बेट अप पि कह उसक गर्लफ्रेंड प्रेग्नेंट एडिट किय वीडिय हिस्स 
982,वायरल पोस्ट दाव वीडिय दिख रह महिल रैल कन्हैय कुमार के खड़ महिल - गुरमेहर कौर 
983,वाजपेय अर्थ के पीछ चल रह मोद अमित शाह के वीडिय दाव के वायरल किय रह कह फार्म 
984,तस्वीर संभवतः वर्ष 2015 मंदिर परिसर गौ-मांस फेंक कोशिश व्यक्त लोग धर दबोच 
985,वायरल किय वीडिय भारतीय जन पार्ट के सपोर्ट लिख गा अलग जोड़ गय जम्मू-कश्मीर के 
986,हालांक फ़ोट बुर तरीक एडिट गय नकल नह जैस ट्विटर यूज़र्स आरोप लग 
987,वायरल ट्वीट के ज़रिय मध्यप्रदेश के मुख्यमंत्र कमलनाथ के निज सचिव के मार आय विभाग के छाप ओर इशार किय 
988,जल नोट के बंडल्स दिख इंस्टालेशन कह वायरल किय गय नोट कांग्रेस के के घर मार 
989,बूम कोलाज इस्तेमाल तसवीर रिवर्स इमेज सर्च किय पाय तस्वीर मई 2014 भाजप सरकार के सत् 
990,बूम पाय चित्र अलग-अलग छव सम्मिश्रण पात्र ट्रोल के फोटोशॉप किय गय था। 
991,वीडिय आशुतोष आम आदम पार्ट कटाक्ष दिख गय है। हालांक मूल वीडिय के हिस्स काटा-छांट 
992,वायरल वीडिय दाव किय गय मुख्यमंत्र मम बैनर्ज मीटिंग अप मंत्र विधायक वंद मातरम 
993,वायरल तस्वीर गाँध क्रूसिफ़िक्स पह दिख दे रह असल तस्वीर सफ़ेद पेंडंट पह 
994,फ़ेसबुक वायरल पोस्ट्स दाव किय गय हाल राजनीत प्रवेश वाल हिंद फिल्म अभिनेत्र 
995,सोशल मीडिय वीडिय तेज वायरल रह है। दाव किय रह पत्रकार अभिसार शर्म उत्तर प्रदेश सरकार के 
996,वायरल न्यूज़ क्लिप भाजप के सांसद किय रह टारगेट 
997,सोशल मीडिय चौकीदार चोर के नार के गूँज रह क्रिकेट मैच वीडिय क्लिप रह वायरल 
998,सोशल मीडिय भाजप कांग्रेस टारगेट पोस्ट रह गलत सन्दर्भ वायरल 
999,वायरल रह पोस्ट दाव किय गय मोद प्रभावित ऑस्ट्रेलिय अप एप्पल बिज़नेस नाम मोद एपल्स 
1000,वायरल पोस्ट दाव किय गय नौकर मांग रह युव पुलिस जम डंड बरस 
1001,सोनिय गांध मालदीव्स के पूर्व राष्ट्रपत फ़ोट किय गय गलत सन्दर्भ वायरल 
1002,दिख रतन टाट के ऑफ़िशियल ट्विटर हैंडल किय ट्वीट जैस पोस्ट पुलवाम हमल के प्रधानमंत्र मोद 
1003,अभिनेत्र नुसरत जह फोटोशॉप्ड तस्वीर सोशल मीडिय तेज वायरल रह है। तस्वीर चेहर नुसरत जह 
1004,साल पुर वीडिय क्लिप कांग्रेस अल्पेश ठाकोर स्टेज चिल्ल राहुल गाँध भीड़ आवाज़ आत 
1005,बूम एचयूएल प्रवक् संपर्क किय ब्रांड के लक्षित विभिन्न दाव सच्च पत लग कोशिश है। 
1006,वायरल पोस्ट दाव किय गय सयुंक्त राष्ट्र चीन कह मसूद अज़हर भारत सरकार बैठ विपक्ष दल 
1007,पार्ट द्वार 2018-मेघालय एलेक्शंस के पहल बीफ़ गौ मांस दिए बयान गलत प्रसंग वायरल किय रह 
1008,वायरल फ़ोट दाव किय गय विंग कमांडर अभिनंदन पत् प्रधानमंत्र नरेंद्र मोद मुलाकात थी। बूम 
1009,अफ़ग़ानिस्तान विमान दुर्घट वीडिय वायरल रह है। दाव किय रह वीडिय इथियोपिय विमान दुर्घट 
1010,बूम के विशेष क्वोट रघुराम राजन सोशल मीडिय पंजाब नेशनल बैंक स्कैम संबंधित उनक नाम चल रह 
1011,सोशल मीडिय अमरीक यूनिवर्सिट वर्ष 2012 के कैंपेन तस्वीर मॉर्फ़ किय रह गलत सन्दर्भ 
1012,फ़रवर 27 पाकिस्तान भारतीय वायुसे के विंग कमांडर क़ैद लिय दिन के सोशल मीडिय आईएएफ़ के 
1013,पोस्टर आम आदम पार्ट अभद्र टिपण्ण गय भाजप विधायक विजेंदर गुप् अप ऑफ़िशियल ट्विटर हैंडल 
1014,वायरल रह पोस्ट दाव किय गय 1966 रिलीज़ फ़िल्म के गीत कश्मीर ना देंग भारत सरकार 
1015,असल तस्वीर पात्र भाजप स्टी चिपक देख सक 
1016,वायरल तस्वीर के दाव किय गय कब्र भारतीय एयर फ़ोर्स के हमल मार जैश-ऐ-मुहम्मद के आतंक के 
1017,रिपब्लिक टीव के रणनीतिक मामल के कंसल्टिंग एडिटर मेजर गौरव आर्य सेवानिवृत्त ट्विटर कह स्क्रीनशॉट नकल था। 
1018,वायरल पोस्ट दाव किय गय बुरक दिख रह शख़्स संघ मुस्लिम समुदाय बदनाम कोशिश रह 
1019,अव डांडिय द्वार शेयर क्लिप कथित रुप बीजेप प्रमुख अमित शाह गृह मंत्र राजनाथ सिंह अज्ञात महिल के 
1020,पिछल चौबीस घंट वायरल पोस्ट दाव किय गय वर्थमान सीनियर कांग्रेस दामन थाम लिय 
1021,पोस्ट दाव किय गय फ़ेक न्यूज़ प्रसारित के भारत पहल बार मीडिय हाउस के ख़िलाफ़ इत बड़ 
1022,टीव इमरान खान देख बूढ़ औरत आंस बह तस्वीर दाव के शेयर रह इंडियन एयर फाॅर्स 
1023,सोशल मीडिय वायरल पोस्ट दाव किय गय विंग कमांडर अभिनन्दन वर्थमान पाकिस्तान सैनिक के नाच रह 
1024,वीडिय दाव किय गय भागवत भारतीय तुल आरएसएस 
1025,सटायर वेबसाइट के आर्टिकल फ़ेसबुक किय गय गलत सन्दर्भ वायरल 
1026,वायरल पोस्ट दाव किय गय सैनिक बालाकोट हव हमल के जश्न मन रह 
1027,पाकिस्ता अप के विमान कैस गिर विषय व्यंग्य न्यूज़ रिपोर्ट के रूप शेयर किय 
1028,सोशल मीडिय वायरल पोस्ट दाव किय गय पाकिस्तान भारत हमल दिय बालाकोट एयर स्ट्राइक के 
1029,वायरल वीडिय सिमुलेशन ना असल स्ट्राइक फ़ुटेज 
1030,छः साल पुर वीडिय दाव के वायरल किय रह मोद शहीद विधव फ़ोन के संवेद प्रकट 
1031,एम दिनाकरन सीआरपीएफ डीआईज इंटेलिजेंस मार जवान के परिजन के बार ऐस ख़बर मिल साफ इंकार 
1032,वर्ष 2018 वीडिय यूप उत्तराखंड के पूर्व मुख्यमंत्र एनड तिवार के अंतिम संस्कार के योग आदित्यनाथ 
1033,फ़ेक तस्वीर सोशल मीडिय दाव के वायरल किय रह मोद पाकिस्तान हाफ़िज़ सईद मिल 
1034,सोशल मीडिय कश्मीर आज़ाद ले न्यूज़ पेपर क्लिप दिल्ल के मुख्यमंत्र के नाम रह वायरल 
1035,2017 तवांग हेलिकॉप्टर दुर्घट तस्वीर पुलवाम सीआरपीएफ के काफिल हालिय हमल के रुप फ़ैल रह 
1036,चार साल पुरा तस्वीर राहुल गाँध उनक बहन अमेठ के मीर शाह दरगाह ज़ियारत नज़र आ रह 
1037,वीडिय भूषण कश्मीर मुद्द ले दिए बयान ले हमल पुलवाम ट्रेजेड जोड़ किय रह 
1038,प्रियंक गांध वाड्र क्रॉप्ड वीडिय ट्विटर दाव के शेयर किय रह पुलवाम सीआरपीएफ जवान 
1039,जम्मू-कश्मीर गुरुवार सीआरपीएफ कर्म जानलेव हमल के मॉक ड्रिल वीडिय वायरल । 
1040,पुलवाम हमल के घंट के पुर वीडिय गलत सन्दर्भ किय गय वायरल 
1041,यूनेस्क विश्व धरोहर स्थल तोड़फोड़ के पुलिस चार लोग गिरफ्तार किय है। 
1042,वायरल वीडिय पुलवाम आतंक हमल सीसीटीव फ़ुटेज बत गय 
1043,वायरल पोस्ट दाव किय गय पुलवाम हमल अंजाम दे वाल कांग्रेस करीब 
1044,पाकिस्तान उर टैक्स-फ्र घोषित पोस्ट वायरल सोशल मीडिय गंभीर लिय 
1045,तस्वीर केजरीवाल अजीब सी शर्ट पह नज़र आ रह 
1046,सोशल मीडिय गलत कैप्शन के चाय वाल तस्वीर योग आदित्यनाथ भाई बत किय रह वायरल 
1047,सोशल मीडिय मोद कटाक्ष बयान अभिनेत्र प्रियांक चोपड़ तस्वीर के वायरल 
1048,इंदौर-पट एक्सप्रेस के पटर उतर तीन साल पुर वीडिय रह वायरल। बिहार ट्रेन दुर्घट के वीडिय 
1049,वायरल पोस्ट दाव किय गय गाँध अप ट्वीट कुम्भ मेल कटाक्ष किय ट्वीट फ़र्ज़ ट्विटर 
1050,ट्वीट के ज़रिय गाँध परिवार साध गय निश 
1051,हिन्द महासभ सदस्य पूज हाल महात्म गाँध के पुतल गोल मार के चर्च आई थीं 
1052,सोशल मीडिय आन वाल लोकसभ चुनाव पहल सहवाग भाजप जुड़ ख़बर रह वायरल 
1053,मोदीज सच नह बोल के उधार कैप्शन के सोशल मीडिय रह तस्वीर वायरल 
1054,सोशल मीडिय करीब तीस साल पुरा तस्वीर साजिश के किय रह वायरल 
1055,संपादित वीडिय दिल्ल के मुख्यमंत्र अरविंद केजरीवाल के विभिन्न साक्षात्कार असंबंधित क्लिपिंग शामिल 
1056,एडिट किय वीडिय दाव किय गय बच्च प्रधानमंत्र मोद नाम ले राहुल गांध मजाक उड़ 
1057,शंखनाद पोस्ट दाव किय आम आदम पार्ट कांग्रेस के भ्रष्टाचार लड़ शुर अंत 
1058,सोशल मीडिय प्रभास के भाजप टिकट आंध्र प्रदेश चुनाव लड़ खबर रह वायरल 
1059,वायरल पोस्ट सर्व निष्कर्ष राहुल गाँध पीएम रेस मोद आग बत 
1060,प्रधानमंत्र विषय दोबार गौर नह किय पार्ट अध्यक्ष अमित शाह इंटरव्य जुमल कह विपक्ष 
1061,हफ् न्यूज़ यू ऑलमोस्ट बिलीव्ड आपक वायरल तस्वीर वीडिय के पीछ सच्च रूबर हैं। 
1062,फ़ेसबुक राहुल गाँध राजीव गाँध के पिता-पुत्र सम्बन्ध सवाल उठ न्यूज़ क्लिप रह वायरल 
1063,सोशल मीडिय वायरल पोस्ट दाव किय गय करी भोपाल चुनाव लड़ 
1064,सोशल मीडिय मोद जोड़ ऐस बयान वायरल किय रह तस्वीर कैप्शन के न्यूज़ चैनल टेम्पलेट 
1065,मोद पुरा तस्वीर अर्ध कुम्भ के मेल तस्वीर बत भ्रामक रूप किय रह सोशल मीडिय वायरल 
1066,सोशल मीडिय स्टफ्ड खिलौ के राहुल गाँध तस्वीर रह वायरल 
1067,सोशल मीडिय आज़म खान के वर्ष पुर वीडिय गलत सन्दर्भ किय रह वायरल 
1068,वायरल रह तस्वीर दाव किय गय राहुल गाँध ISI के पूर्व डायरेक्टर जनरल के दुबई नाश् रह 
1069,वीडिय दिख दे वाल पुरुष अभिने सैनिक नहीं। वीडिय फिल्म सूबेदार जोगिंदर सिंह के निर्माण के 
1070,संयुक्त अरब अमीरात दौर रह राहुल गाँध हव यातायात के सन्दर्भ फ़ैल रह सोशल मीडिय गलत ख़बर 
1071,तकरीबन चार साल पुरा तस्वीर दिख रह व्यक्त बॉम्ब नह बल्क हशीश थैल बाँध रख 
1072,राहुल गाँध दुबई दौर अलग-अलग तस्वीर रह गलत सन्दर्भ धड़ल्ल वायरल 
1073,नह तजिंदर बग्ग प्रधानमंत्र चोर बत वाल टी-शर्ट नह पह थी। 
1074,दिल्ल के मुख्यमंत्र अरविंद केजरीवाल नश दिख के 2017 के वीडिय के छेड़छाड़ है। 
1075,चार साल पुर वीडिय मेनक गांध सवाल रह सोनिय गांध दुनिय छठ सबस अमीर महिल कैस बनीं। 
1076,तस्वीर दिख दे रह महिल वर्द कुर्दिश पेशमर्ग महिल सेनान द्वार पह वाल वर्द के है। 
1077,सोशल मीडिय ज़ख़्म गाय वीडिय फिरस गलत सन्दर्भ किय रह वायरल। 
1078,स्थानीय पुलिस बूम पुष्ट चार हिंद के एफआईआर दर्ज घट के सांप्रदायिक कोण 
1079,अमेरिकन सर्फर के वीडिय भारतीय सैनिक बत किय रह सोशल मीडिय वायरल 
1080,वीडिय के फैल वाल पोस्ट दाव किय गय जसोदाबेन लोग नरेंद्र मोद वोट न दे अपील 
1081,वीडिय वर्ष 2017 जबक पोस्ट मनमोहन सिंह प्रधानमंत्र बत रह 
1082,कपिल सिब्बल के वीडिय गलत सन्दर्भ किय रह सोशल मीडिय वायरल 
1083,वीडिय क्लिप भ्रामक रूप सोशल मीडिय वायरल किय रह है। 
1084,सोशल मीडिय वीडिय इंडोनेशिय चोर पाकिस्ता बत गलत सन्दर्भ किय रह वायरल 
1085,सोशल मीडिय शहीद पत् के शोक मन वीडिय गलत कैप्शन के किय रह वायरल 
1086,सोशल मीडिय वायरल पोस्ट दाव किय गय मध्यप्रदेश यूरिय मांग रह किसान लाठीचार्ज किय गय 
1087,वायरल चुक पोस्ट व्यंगात्मक तौर कह गय महिल प्रधानमंत्र पूछ लिय जसोदाबेन इंसाफ मिल 
1088,वायरल फ़ेसबुक पोस्ट दाव किय गय महिल अधिकार रक्ष मंत्र बेट 
1089,सोशल मीडिय इंटरनेट मॉर्फेड फोट किय रह वायरल 
1090,सोशल मीडिय प्रधानमंत्र मोद बोगीबील पुल रेल के डिब्ब देख हाथ लहर तस्वीर रह गलत सन्दर्भ 
1091,सोशल मीडिय संबित पात्र के निष्काशन फ़ेक न्यूज़ रह धड़ल्ल वायरल 
1092,त्वच क्रीम ब्रांड औवेल विज्ञापन लेख दाव गौर खान ब्रांड स्थाप कारण शाहरुख खान 
1093,वायरल तस्वीर दरअसल तिब्बत तिबत् अंतिम संस्कार क्रिय 
1094,मध्य प्रदेश के मुख्यमंत्र के रूप कमलनाथ नियुक्त के भूख हड़ताल बैठ तजिंदर बग्ग क्य वाकई खाय 
1095,सोशल मीडिय राहुल गाँध के दरगाह दुआ मांग उनक हिन्द धर्म के जोड़ किय रह वायरल 
1096,बार कांग्रेस अध्यक्ष कह सु सक किसान कर्ज़ माफ़ किय किसान आदत खराब जाय वीडिय 
1097,वायरल पोस्ट नरेंद्र मोद के पोस्टर कालिख पोत शख्स सचिन पायलट नह महाराष्ट्र युथ कांग्रेस अध्यक्ष सत्यजीत 
1098,गुजरात वारदात राजस्थान दंग नाम दे किय रह वायरल 
1099,इंडियन यूनियन मुस्लिम लीग के झंड पाकिस्ता झंड बत किय रह धड़ल्ल वायरल 
1100,विधानसभ चुनाव के नतीज के नरेंद्र मोद के लिख तीन साल पुरा चिट्ठ तेज फैल रह है। दाव किय रह 
1101,पोस्ट इस्तेमाल गय तस्वीर दरअसल वर्ष 2014 पाकिस्तान के कराच शहर ली गय 
1102,सोशल मीडिय पूर्व आरबीआई गवर्नर उर्जित पटेल प्रधानमंत्र गलत टिप्पण के सन्दर्भ किय रह वायरल 
1103,नह एटीएम बार कैंसल बटन दब आपक पिन चोर रोक नह है। 
1104,सोशल मीडिय किसान नेतृत्व रह अय्याकान कांग्रेस के जोड़ किय रह वायरल 
1105,अकाउंट पहल ट्वीट पाकिस्तान के प्रधान मंत्र के नाम किय गया। ट्वीट 3000 ज्याद बार रीट्वीट किय गय 
1106,सोशल मीडिय वायरल भाजप प्रवक् के ऑफिशियल ट्विटर हैंडल किय ट्वीट स्क्रीनशॉट फ़ेक 
1107,सोशल मीडिय राजस्थान के पूर्व मुख्यमंत्र अशोक गहलोत तस्वीर रह गलत सन्दर्भ वायरल 
1108,सोशल मीडिय तस्वीर प्रधानमंत्र नरेंद्र मोद द्वार दूर-दराज़ के क्षेत्र सड़क बनव पहल बत गय 
1109,सोशल मीडिय पिट कांग्रेस भाजप बत किय रह वायरल । 
1110,गलत सन्दर्भ के वायरल वीडिय गेहलोत दरअसल मिलाद-उन-नब के मौक जुलूस हर झंड दिख रह 
1111,मिलाद-उन नब के पर्व पाकिस्ता झंड के जोड़ गलत सन्दर्भ किय रह वायरल 
1112,फ़ेसबुक ट्विटर मराठ आंदोलन तस्वीर अयोध्य बत किय रह धड़ल्ल वायरल 
1113,ओडिस विरोध प्रदर्शन तस्वीर संपादित किय गय दाव किय रह सबरीमाल महिल के 
1114,सोशल मीडिय सांप्रदायिक रंग के वायरल तस्वीर दरअसल डिजिटल आर्टिस्ट के कल्प रूपांतरण 
1115,बहन भतीज सहित अलग अलग औरत के ली पुरा तस्वीर किय रह गलत सन्दर्भ वायरल 
1116,तस्वीर दरअसल ईस्टर्न डेमोक्रेटिक रिपब्लिक ऑफ़ कांग 2010 धमाक मार लोग 
1117,सोशल मीडिय वायरल पोस्ट दरअसल फ़ेक तस्वीर आठ वर्ष पुरा कर्नाटक भारतीय जन पार्ट 
1118,जनम टीव दाव किय खबर के पीछ पुण स्थित राजीव कुट्टीअत्तूर उसक स्रोत थे। राजीव कुटट्अतूर बीजेप सदस्य हैं। 
1119,मक्क शहर मी तस्वीर महाकुम्भ के जोड़ किय रह वायरल 
1120,योग आदित्यनाथ भेंट दिय कुम्भ-2019 लोग फोटोशॉप करक तस्वीर गय वायरल 
1121,जापान के पूर्व विदेश मंत्र के कमलनाथ तस्वीर सोशल मीडिय वायरल 
1122,आम आदम पार्ट के पूर्व मेंबर अप ट्वीट वीडिय शेयर लग केजरीवाल आरोप 
1123,वीडिय दरअसल 2017 उत्तर प्रदेश निकाय चुनाव के इविएम गड़बड़ संबंद्धित 
1124,वन अधिकार पीट पुर वीडिय वायरल बार जोड़ गय भाजप के के 
1125,सोशल मीडिय शेयर किय पोस्ट वॉइसओवर तस्वीर बलात्कार घट जोड़ पेश 
1126,पैरोड अकाउंट प्रशंसक मान भारतीय कप्तान विराट कोहल विदेश ब्रांड समर्थन नह 
1127,आरटीआई जवाब पत्रकार अभिजीत मजूमदार के दाव समर्थन नह क्योंक एयर इंडिय आठ पेंटिंग के ए के एंट 
1128,भाषण क्लिप गलत सन्दर्भ सोशल मीडिय रह वायरल 
1129,मैनिफेस्ट कांग्रेस कह शासकीय परिसर आरएसएस शाखाय लग प्रतिबंध लगाय ख़बर गलत संदर्भ 
1130,एबीप न्यूज़ के बैकग्राउंड के वायरल रह क्वोट फेंक है। 
1131,करीब चार लाख़ ज़्याद बार शेयर किय वीडिय दाव किय गय मोद 2019 के चुनाव जीत पाकिस्तान 
1132,ससंकृत श्लोक इस्लामिक आंकड़ के जोड़ किय रह वायरल 
1133,बन करोड़पत के वीडिय मॉर्फ़ करक जोड़ राहुल गांध के बयान के क्लिप्स 
1134,अखिलेश यादव के शासनकाल के तस्वीर वर्ष 2018 बत किय गय सोशल मीडिय वायरल 
1135,मार्च 2018 तस्वीर लोग भगवान् राम के पोस्टर चप्पल मार देख सक 
1136,नेहर अप पालत कुत् के वायरल तस्वीर वर्ष 1961 जबक दूसर तस्वीर वर्ष 1948 लंदन ओलंपिक्स 
1137,वर्ष 2016 के वीडिय नन्ह बच्च दरअसल मंच रामायण के हिस्स सु रह 
1138,जान कैस पिछल सप्ताह सरदार पटेल स्टेच ऑफ़ यूनिट बॉलीवुड अभिने शाहरुख़ खान कांग्रेस अध्यक्ष राहुल गाँध सांसद 
1139,करीब साल भर पुर वीडिय दिख रह शख़्स कश्मीर आतंकवाद बत रह वो दरअसल बिहार के मुज़फ्फ़रपुर 
1140,आरबीआई प्रवक् कह क्वोट गवर्नर उर्जित पटेल ले दे नह 
1141,वायरल पोस्ट्स दाव रह पुलिस वर्द दरअसल सीपीएम कार्यकर् केरल पुलिस बूम बत 
1142,वायरल फ़ेक पोस्ट गरीब परिवार के पृष्ठभूम स्टैच ऑफ यूनिट दिख गय व्यापक असमान दिख 
1143,कर्नाटक वरिष्ठ पत्रकार गौर लंकेश हत्य आधारित स्ट्रीट प्ल वीडिय गलत सन्देश के फ़िर रह सोशल 
1144,वीडिय राहुल गाँध के संकल्प यात्र के अक्टूबर 29 मध्य प्रदेश दिए भाषण क्लिप किय गय 
1145,बलात्कार के आरोप बांग्लादेश मदरस के टीचर तस्वीर जोड़ गय ग्रेनेड्स तस्वीर के दाव किय गय वो असम 
1146,वायरल फ़ेक पोस्ट नरेंद्र मोद हट के शिवलिंग चप्पल मार पड़ मार के गलत ढंग जोड़ रह 
1147,कानून मंत्र रविशं प्रसाद माँग राहुल गांध शिवलिंग आलोच जवाब 
1148,पहल फ़ेक ट्वीट मोद प्रधानमंत्र बन ट्विटर नह बल्क देश छोड़ दूंग शाहरुख़ के नाम चूक 
1149,भारतीय विचित्र भारत सोशल मीडिय लाइक्स हासिल के विदेश किय नाटक 
1150,वायरल पोस्ट मुस्लिम दिख गय बाबर मस्जिद पाकिस्तान बन के प्लेकार्ड्स थाम 
1151,वायरल वीडिय भागवद गी टिपण्ण वाल शख्स अम्बेडकराईट पार्ट ऑफ़ इंडिय के संस्थापक नेशनल प्रेसिडेंट धीमन 
1152,सिलिकॉन डॉल्स तस्वीर पहल बार सोशल मीडिय वायरल चुक 
1153,नकल बीफ़ के नाम सिलिकॉन रबर शीट्स बन वायरल वीडिय पर्दाफाश किर्ग़िज़स्तान मिलान के फैक्ट चेकर्स पहल 
1154,वीडिय 2012 जह जेक पुलिस के अधिकार जवान AK47 छीन दिख दे 
1155,ट्विटर उपयोगकर् द्वार साम ला के पाकिस्तान कांग्रेस फेसबुक पेज स्पॉन्सर्ड विज्ञापन किय अक्षम 
1156,राहुल के समर्थन मॉडल तनीष सिंह 2014 आम चुनाव के पहल किय अर्धनग्न फ़ोटोशूट 
1157,इज़राइल-फिलिस्तीन संघर्ष के ली खून सन जू तस्वीर बार वायरल। तस्वीर के कश्मीर किय 
1158,प्रधानमंत्र मोद मैडम टुसॉड्स वैक्स म्यूजियम स्टेच के नाप दे तस्वीर गलत बयान के वायरल 
1159,कांग्रेस अध्यक्ष के रायपुर दिए भाषण हिस्स क्लिप के वायरल किय गय 
1160,हाल वायरल फ़ेक न्यूज़ गय दुर्घट साम्प्रदायिक कोण दे कोशिश 
1161,मूल तस्वीर मोद गुरदीप सिंह चावल के बगल बैठ देख सक कनाड यात्र के उनक आधिकारिक दुभाषिय 
1162,कांग्रेस के पूर्व-प्रेसिडेंट के धार्मिक झुकाव पत नह परन्त दशहर के अवसर राम रोल निभ कलाकार आर 
1163,आत्महत्य के वीडिय बत वायरल किय गय मृतक अमृतसर अक्टूबर 19 ट्रेन दुर्घट ट्रेन चालक 
1164,बच्च के कट सर थाल रख धूम धाम निकाल गय जुलुस दरअसल करतब हिस्स 
1165,सूटकेस भर शव वायरल तस्वीर दरअसल 2017 के नव मुंबई हत्याकांड संबंद्ध रख 
1166,वरिष्ठ पत्रकार रविश कुमार जोड़ वायरल किय गय पोस्ट क्य इंसान ज़िन्दग कीमत नह रह सरासर गलत 
1167,अक्षय के उत्तर प्रदेश आयोजित स्वच्छ भारत अभियान तस्वीर सन्देश के वायरल रह वो भाजप शामिल 
1168,हैंडहेल्ड बिलिंग मशीन के व्यापार द्वार उपयोग वाल सैंपल बिल संपादित के बन गय बिल 
1169,तस्वीर वर्ष 2013 जह वो धाब इन्वेस्टमेंट अथॉरिट युऐई के मैनेजिंग डायरेक्टर एचएच शेख हामेद बिन 
1170,कांग्रेस के अलाव टाइम्स ऑफ़ इंडिय नेशनल हेराल्ड समाचार वेबसाइट गडकर के मराठ चैनल दिए साक्षात्कार 
1171,वायरल पोस्ट दाव किय गय हमल मुस्लिम युवक किय दाव सरासर गलत 
1172,बीकानेर मिठ दूकान खींच गय तस्वीर दरअसल मॉर्फ़ गय 
1173,हालांक अतीत ऐश्वर्य राय बच्चन टिप्पण दी विशेष स्क्रीनशॉट उनक अकाउंट नह 
1174,तक्षशिल विश्वविद्यालय डॉक्टरेट डिग्र प्राप्त लाल प्रसाद यादव के पुत्र तेज प्रताप तस्वीर 
1175,तस्वीर जुल 2016 बिहार खस्ताहाल सड़क के नाम वायरल चुक हालाँक बिहार नह 
1176,वायरल तस्वीर मॉर्फ़ करक जोड़ गय शूद्र शब्द 
1177,विज्ञापन वास्तविक वीडिय शेयर किय विचित्र दावा। 
1178,नरेंद्र मोद चोर कह फर्ज पोस्टर फेसबुक तेज वायरल रह है। 
1179,वरिष्ठ पत्रकार रवीश कह इंकार भाजप स्थित चोर दाढ़ तिनक जैस 
1180,घट अप्रैल हमलावर हत्य के प्रयास दोष पाय गय है। 
1181,पुरा दिल्ल के पास बस् पुरा तस्वीर विदेश मंत्र सुषम स्वराज के कांस्टीटूएंस विदिश बत 
1182,वायरल रह तस्वीर वर्ष 2013 हरयाण शक्त रैल है। 
1183,#मीट कैंपेन के सन्दर्भ भाजप सांसद कह औरत आदतन 2 4 लाख रूपय के बदल पुरुष ऐस इलज़ाम लग दे है। 
1184,वायरल पोस्ट कल्प तिवार बत रह भाजप सांसद पूनम महाजन 
1185,वायरल किय फोट के पीछ सच परिषद् महिल कार्यकर् मंच राहुल गाँध हाथ मिल रह 
1186,हीराबेन अस्पताल ले वायरल तस्वीर सच । 
1187,हालांक असदुद्दीन ओवैस रोहिंग्य के निर्वासन के फैसल आलोच ज़रूर कतई नह कह उन्ह 
1188,बगैर सबुत के फेसबुक पोस्ट वायरल I 
1189,अभिने परेश रावल सहित लोग द्वार साझ किय गय वायरल वीडिय राम सेत पुल नह है। 
1190,वायरल तस्वीर सच इसक फैल रह कैप्शन गलत है। 
1191,स्थानीय पुलिस बूम बत हैदराबाद हिंसक हत्य प्रतिशोध के थी। पीड़ित हमलावर दोन हिन्द 
1192,नह ईंधन बढ़ कीमत के कारण नह ओडिश के पेट्रोल पंप हमल । 
1193,कांग्रेस के दिग्विजय सिंह फेसबुक पेज I am with Ravish Kumar’ उत्तरप्रदेश एम्बुलेंस बत के 
